#ExternalField.h_x         ExternalField.h_y         ExternalField.h_z         m_x                       m_y                       m_z                       unnamed               
+0.000000000000000e+00    +0.000000000000000e+00    -2.120205379225679e+06    +3.588283613234235e-03    +4.046983511946096e-02    +2.596219918535242e-01    +5.314401935258841e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.121002748680070e+06    +3.596761229716956e-03    +4.052300149658319e-02    +2.595452843718402e-01    +5.314138324217461e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.121800118134461e+06    +3.605397149327108e-03    +4.057660996576747e-02    +2.594680492439528e-01    +5.313875986283331e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.122597487588853e+06    +3.614195182847613e-03    +4.063066890004805e-02    +2.593902786737241e-01    +5.313614998240846e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.123394857043243e+06    +3.623159276611515e-03    +4.068518693495435e-02    +2.593119646707399e-01    +5.313355440440354e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.124192226497635e+06    +3.632293444973160e-03    +4.074017291683217e-02    +2.592330989706215e-01    +5.313097393317471e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.124989595952027e+06    +3.641601925986103e-03    +4.079563604318635e-02    +2.591536731719007e-01    +5.312840944968775e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.125786965406417e+06    +3.651089066040212e-03    +4.085158576952912e-02    +2.590736786104696e-01    +5.312586185305681e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.126584334860806e+06    +3.660759331031030e-03    +4.090803182805581e-02    +2.589931063507709e-01    +5.312333206422512e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.127381704315197e+06    +3.670617439544025e-03    +4.096498434327039e-02    +2.589119473108417e-01    +5.312082109138982e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.128179073769588e+06    +3.680668135061363e-03    +4.102245365666828e-02    +2.588301919993827e-01    +5.311832991344467e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.128976443223980e+06    +3.690916502170976e-03    +4.108045058681354e-02    +2.587478308428195e-01    +5.311585963806572e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.129773812678371e+06    +3.701367623340418e-03    +4.113898617066466e-02    +2.586648537797189e-01    +5.311341132540172e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.130571182132762e+06    +3.712026918810684e-03    +4.119807193581388e-02    +2.585812506261050e-01    +5.311098615912765e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.131368551587153e+06    +3.722899956733366e-03    +4.125771976486609e-02    +2.584970108355615e-01    +5.310858534750317e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.132165921041544e+06    +3.733992490884378e-03    +4.131794193789442e-02    +2.584121235131619e-01    +5.310621013983959e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.132963290495935e+06    +3.745310544908857e-03    +4.137875120402351e-02    +2.583265774957312e-01    +5.310386186781614e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.133760659950327e+06    +3.756860308557202e-03    +4.144016072357666e-02    +2.582403611873788e-01    +5.310154188841475e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.134558029404715e+06    +3.768648237722690e-03    +4.150218415250191e-02    +2.581534626558294e-01    +5.309925163305942e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.135355398859106e+06    +3.780681128889973e-03    +4.156483570088087e-02    +2.580658697117088e-01    +5.309699264475897e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.136152768313498e+06    +3.792965910549125e-03    +4.162813002137875e-02    +2.579775695712787e-01    +5.309476646306119e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.136950137767889e+06    +3.805509865073239e-03    +4.169208236657070e-02    +2.578885491315737e-01    +5.309257473856310e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.137747507222280e+06    +3.818320583286842e-03    +4.175670857778280e-02    +2.577987948683250e-01    +5.309041920514409e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.138544876676671e+06    +3.831405952060858e-03    +4.182202510072547e-02    +2.577082927680969e-01    +5.308830166865453e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.139342246131063e+06    +3.844774176662777e-03    +4.188804902378704e-02    +2.576170283078086e-01    +5.308622401394520e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.140139615585454e+06    +3.858433841704534e-03    +4.195479813339424e-02    +2.575249865026888e-01    +5.308418823361282e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.140936985039845e+06    +3.872393887526871e-03    +4.202229093099673e-02    +2.574321518054121e-01    +5.308219640918876e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.141734354494236e+06    +3.886663677950933e-03    +4.209054669172788e-02    +2.573385081647291e-01    +5.308025074352143e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.142531723948627e+06    +3.901252892196459e-03    +4.215958546530354e-02    +2.572440387319751e-01    +5.307835349065813e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.143329093403019e+06    +3.916171799579690e-03    +4.222942820308887e-02    +2.571487263319267e-01    +5.307650710855412e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.144126462857410e+06    +3.931300682525832e-03    +4.229990790798366e-02    +2.570522822273979e-01    +5.307461089313383e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.144923832311801e+06    +3.946892766398154e-03    +4.237141121778319e-02    +2.569551958910457e-01    +5.307286247816472e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.145721201766190e+06    +3.962852210716557e-03    +4.244378962527121e-02    +2.568572140783820e-01    +5.307117478501471e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.146518571220581e+06    +3.979186018925621e-03    +4.251706488774520e-02    +2.567583102674720e-01    +5.306954820547496e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.147315940674972e+06    +3.995907156181028e-03    +4.259126315705625e-02    +2.566584634055212e-01    +5.306798590078274e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.148113310129364e+06    +4.013029032914257e-03    +4.266641170718298e-02    +2.565576512975440e-01    +5.306649110658722e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.148910679583755e+06    +4.030565802360529e-03    +4.274253917082624e-02    +2.564558508630546e-01    +5.306506727134221e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.149708049038146e+06    +4.048532226927117e-03    +4.281967549367908e-02    +2.563530378574122e-01    +5.306371797615324e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.150505418492537e+06    +4.067069724149782e-03    +4.289801764195534e-02    +2.562493620088053e-01    +5.306252864060934e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.151302787946928e+06    +4.085955267748350e-03    +4.297728064078313e-02    +2.561444629000871e-01    +5.306134729150827e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.152100157401319e+06    +4.105321468051250e-03    +4.305765368452815e-02    +2.560384741449921e-01    +5.306025362707498e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.152897526855711e+06    +4.125186195146946e-03    +4.313917285152136e-02    +2.559313660274989e-01    +5.305925188797926e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.153694896310102e+06    +4.145568861982940e-03    +4.322187687577483e-02    +2.558231082259336e-01    +5.305834694364601e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.154492265764490e+06    +4.166489998181692e-03    +4.330580662945320e-02    +2.557136688862389e-01    +5.305754396492790e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.155289635218882e+06    +4.187971341938523e-03    +4.339100529423107e-02    +2.556030145128205e-01    +5.305684845107324e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.156087004673273e+06    +4.210035934059983e-03    +4.347751854073345e-02    +2.554911098351423e-01    +5.305626625423873e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.156884374127664e+06    +4.232708223145635e-03    +4.356539472934445e-02    +2.553779176625426e-01    +5.305580360763071e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.157681743582055e+06    +4.256014192188533e-03    +4.365468514311287e-02    +2.552633987423541e-01    +5.305546716358973e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.158479113036447e+06    +4.279981486029500e-03    +4.374544423151921e-02    +2.551475115788358e-01    +5.305526402686730e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.159276482490838e+06    +4.304639558556272e-03    +4.383772988804933e-02    +2.550302122416151e-01    +5.305520179543866e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.160073851945229e+06    +4.330019836181791e-03    +4.393160375914210e-02    +2.549114541506842e-01    +5.305528860555141e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.160871221399620e+06    +4.356155904175308e-03    +4.402713159232064e-02    +2.547911878433150e-01    +5.305553318446686e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.161668590854011e+06    +4.383083712344087e-03    +4.412438362321312e-02    +2.546693607068481e-01    +5.305594490742094e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.162465960308402e+06    +4.410841802144138e-03    +4.422343500873597e-02    +2.545459166681950e-01    +5.305653385883812e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.163263329762794e+06    +4.439471577113791e-03    +4.432436632406281e-02    +2.544207958762789e-01    +5.305731091105469e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.164060699217185e+06    +4.469017588680704e-03    +4.442726411344255e-02    +2.542939342957651e-01    +5.305828779963040e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.164858068671576e+06    +4.499527876278795e-03    +4.453222152554323e-02    +2.541652632800953e-01    +5.305947721933557e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.165655438125965e+06    +4.531054355680074e-03    +4.463933903438109e-02    +2.540347090916583e-01    +5.306089293430091e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.166452807580356e+06    +4.563653249885645e-03    +4.474872526248165e-02    +2.539021923125123e-01    +5.306254989435388e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.167250177034747e+06    +4.597385600309932e-03    +4.486049792811659e-02    +2.537676272165000e-01    +5.306446438036214e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.168047546489139e+06    +4.632317842696735e-03    +4.497478494097617e-02    +2.536309209949013e-01    +5.306665416125045e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.168844915943529e+06    +4.668522488835461e-03    +4.509172566627284e-02    +2.534919729144646e-01    +5.306913868717525e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.169642285397921e+06    +4.706078908308955e-03    +4.521147240888559e-02    +2.533506732751984e-01    +5.307193930366876e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.170439654852312e+06    +4.745074255433072e-03    +4.533419214181116e-02    +2.532069022432298e-01    +5.307507951208296e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.171237024306703e+06    +4.785604556209277e-03    +4.546006853301504e-02    +2.530605284780528e-01    +5.307858527427348e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.172034393761094e+06    +4.827775995745463e-03    +4.558930440265405e-02    +2.529114073957535e-01    +5.308248536397678e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.172831763215485e+06    +4.871706462681073e-03    +4.572212457339519e-02    +2.527593792793612e-01    +5.308681180520155e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.173629132669877e+06    +4.917527396299841e-03    +4.585877934433626e-02    +2.526042668867271e-01    +5.309160038478861e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.174426502124265e+06    +4.965386038442439e-03    +4.599954873779767e-02    +2.524458725182916e-01    +5.309689127654306e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.175223871578656e+06    +5.015448169715430e-03    +4.614474759126345e-02    +2.522839745791642e-01    +5.310272980952502e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.176021241033048e+06    +5.067901490527472e-03    +4.629473189934417e-02    +2.521183232368942e-01    +5.310916740968403e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.176818610487439e+06    +5.122959869519814e-03    +4.644990681051148e-02    +2.519486349237385e-01    +5.311626278065976e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.177615979941830e+06    +5.180868632307297e-03    +4.661073647464920e-02    +2.517745856757459e-01    +5.312408338697292e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.178413349396222e+06    +5.241911331425801e-03    +4.677775671430853e-02    +2.515958024903977e-01    +5.313270734382310e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.179210718850613e+06    +5.306418564042470e-03    +4.695159156113057e-02    +2.514118520260821e-01    +5.314222587646962e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.180008088305004e+06    +5.374779489635152e-03    +4.713297477244219e-02    +2.512222259806248e-01    +5.315274654247290e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.180805457759395e+06    +5.447457218507032e-03    +4.732277857967732e-02    +2.510263215588872e-01    +5.316439753748753e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.181602827213786e+06    +5.525009929924861e-03    +4.752205318572216e-02    +2.508234146208854e-01    +5.317733360389318e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.182400196668177e+06    +5.608113333191972e-03    +4.773212394929188e-02    +2.506124321811734e-01    +5.319171715613999e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.183197566122569e+06    +5.697677936217070e-03    +4.795476724778003e-02    +2.503920458505716e-01    +5.320778593104951e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.183994935576960e+06    +5.794695885776871e-03    +4.819163248008453e-02    +2.501616356052011e-01    +5.322589369493594e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.184792305031351e+06    +5.901008356275736e-03    +4.844618062505623e-02    +2.499188769365234e-01    +5.324656153562469e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.185589674485743e+06    +6.018155192985434e-03    +4.872152797975274e-02    +2.496609138128593e-01    +5.327010447247956e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.186387043940131e+06    +6.148686766169224e-03    +4.902232383242755e-02    +2.493849991228314e-01    +5.329730170124999e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.187184413394522e+06    +6.297538729134877e-03    +4.935782306615451e-02    +2.490848742443441e-01    +5.332954130693586e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.187981782848914e+06    +6.471064964182041e-03    +4.973995942512026e-02    +2.487523446969512e-01    +5.336858959009438e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.188779152303305e+06    +6.680765519633589e-03    +5.019039702159709e-02    +2.483719674721568e-01    +5.341754775234281e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.189576521757696e+06    +6.954180433617218e-03    +5.076068747352924e-02    +2.479088710418138e-01    +5.348415431606804e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.190373891212087e+06    +7.393971397323073e-03    +5.164352020319632e-02    +2.472305907929557e-01    +5.359691441885813e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.191171260666478e+06    -3.095476576673716e-02    -2.023003058055447e-02    -1.831504403956733e-02    -1.216247206770030e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.191968630120870e+06    -3.100620576482735e-02    -2.026804091905546e-02    -1.838128836442086e-02    -1.218971863345317e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.192765999575261e+06    -3.105802242172939e-02    -2.030615545931145e-02    -1.844808282281367e-02    -1.221714562317455e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.193563369029652e+06    -3.111019290895881e-02    -2.034450788469201e-02    -1.851545042753163e-02    -1.224477646370691e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.194360738484043e+06    -3.116272312082770e-02    -2.038310363606714e-02    -1.858340112388443e-02    -1.227261487913639e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.195158107938432e+06    -3.121567698304166e-02    -2.042182199597513e-02    -1.865194875882254e-02    -1.230065335412190e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.195955477392823e+06    -3.126888777393801e-02    -2.046103905994246e-02    -1.872109344181282e-02    -1.232892854824634e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.196752846847214e+06    -3.132259581793030e-02    -2.050025961188499e-02    -1.879086012223125e-02    -1.235740022160817e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.197550216301606e+06    -3.137663028059914e-02    -2.053986524414331e-02    -1.886124948296234e-02    -1.238610537634833e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.198347585755997e+06    -3.143105727580011e-02    -2.057973435643757e-02    -1.893227662648961e-02    -1.241503694527729e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.199144955210388e+06    -3.148588397958981e-02    -2.061987136291139e-02    -1.900395348882403e-02    -1.244419904548190e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.199942324664779e+06    -3.154111777503484e-02    -2.066028077081502e-02    -1.907629236869954e-02    -1.247359591004616e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.200739694119170e+06    -3.159676627759514e-02    -2.070096721602192e-02    -1.914930594534046e-02    -1.250323190181756e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.201537063573561e+06    -3.165283734551211e-02    -2.074193546819596e-02    -1.922300729508533e-02    -1.253311151903886e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.202334433027952e+06    -3.170933909078911e-02    -2.078319043618913e-02    -1.929740990897623e-02    -1.256323940129205e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.203131802482344e+06    -3.176627989094370e-02    -2.082473717401125e-02    -1.937252771127614e-02    -1.259362033584042e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.203929171936735e+06    -3.182366840112903e-02    -2.086658088633589e-02    -1.944837507928306e-02    -1.262425926418091e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.204726541391126e+06    -3.188151356756343e-02    -2.090872693564545e-02    -1.952496686394613e-02    -1.265516128925211e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.205523910845518e+06    -3.193982464121491e-02    -2.095118084842924e-02    -1.960231841208229e-02    -1.268633168280214e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.206321280299906e+06    -3.199861119261062e-02    -2.099394832235786e-02    -1.968044558976981e-02    -1.271777589332922e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.207118649754297e+06    -3.205788312773106e-02    -2.103703523421937e-02    -1.975936480707394e-02    -1.274949955457927e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.207916019208688e+06    -3.211765070450524e-02    -2.108044764730602e-02    -1.983909304459888e-02    -1.278150849437178e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.208713388663080e+06    -3.217792455058251e-02    -2.112419181969739e-02    -1.991964788158870e-02    -1.281380874407702e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.209510758117471e+06    -3.223871568284768e-02    -2.116827421442911e-02    -2.000104752541530e-02    -1.284640654897112e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.210308127571862e+06    -3.230003552693796e-02    -2.121270150707264e-02    -2.008331084391541e-02    -1.287930837863709e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.211105497026253e+06    -3.236189593940994e-02    -2.125748059699012e-02    -2.016645739892270e-02    -1.291252093868150e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.211902866480644e+06    -3.242430923058784e-02    -2.130261861718954e-02    -2.025050748265248e-02    -1.294605118282522e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.212700235935036e+06    -3.248728818955592e-02    -2.134812294612475e-02    -2.033548215616403e-02    -1.297990632607284e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.213497605389427e+06    -3.255084611056159e-02    -2.139400121930849e-02    -2.042140329075058e-02    -1.301409385860861e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.214294974843815e+06    -3.261499682149074e-02    -2.144026134205535e-02    -2.050829361211165e-02    -1.304862156074009e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.215092344298207e+06    -3.267975471406757e-02    -2.148691150206109e-02    -2.059617674797635e-02    -1.308349751871836e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.215889713752598e+06    -3.274513477761370e-02    -2.153396018619698e-02    -2.068507727810550e-02    -1.311873014233535e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.216687083206989e+06    -3.281115263312353e-02    -2.158141619252521e-02    -2.077502078981476e-02    -1.315432818270614e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.217484452661381e+06    -3.287782457222407e-02    -2.162928864897174e-02    -2.086603393580861e-02    -1.319030075247578e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.218281822115771e+06    -3.294516759785859e-02    -2.167758702975734e-02    -2.095814449750875e-02    -1.322665734689680e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.219079191570163e+06    -3.301319946871854e-02    -2.172632117422708e-02    -2.105138145287767e-02    -1.326340786676910e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.219876561024554e+06    -3.308193874692715e-02    -2.177550130595207e-02    -2.114577504992324e-02    -1.330056264299039e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.220673930478945e+06    -3.315140485059610e-02    -2.182513805571873e-02    -2.124135688522516e-02    -1.333813246351947e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.221471299933336e+06    -3.322161810953813e-02    -2.187524248257453e-02    -2.133815999007446e-02    -1.337612860188277e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.222268669387728e+06    -3.329259982631830e-02    -2.192582609777730e-02    -2.143621892332196e-02    -1.341456284829812e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.223066038842119e+06    -3.336437234387485e-02    -2.197690089407770e-02    -2.153556987080278e-02    -1.345344754403215e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.223863408296510e+06    -3.343695911654138e-02    -2.202847936940497e-02    -2.163625075608346e-02    -1.349279561735523e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.224660777750901e+06    -3.351038479055554e-02    -2.208057456108127e-02    -2.173830135784242e-02    -1.353262062415886e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.225458147205290e+06    -3.358467528963885e-02    -2.213320007543935e-02    -2.184176344036283e-02    -1.357293679095217e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.226255516659681e+06    -3.365985791046546e-02    -2.218637012492112e-02    -2.194668089408027e-02    -1.361375906265669e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.227052886114072e+06    -3.373596142615649e-02    -2.224009956419526e-02    -2.205309989071309e-02    -1.365510315418636e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.227850255568464e+06    -3.381301620128604e-02    -2.229440393301551e-02    -2.216106905171141e-02    -1.369698560755223e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.228647625022855e+06    -3.389105431697956e-02    -2.234929949725431e-02    -2.227063963521813e-02    -1.373942385365412e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.229444994477246e+06    -3.397010971109507e-02    -2.240480330016323e-02    -2.238186573892373e-02    -1.378243628128188e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.230242363931637e+06    -3.405021833161035e-02    -2.246093321220604e-02    -2.249480452586444e-02    -1.382604231219416e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.231039733386028e+06    -3.413141830719928e-02    -2.251770798637455e-02    -2.260951647332659e-02    -1.387026248420757e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.231837102840419e+06    -3.421375013776689e-02    -2.257514732164755e-02    -2.272606564682107e-02    -1.391511854359122e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.232634472294811e+06    -3.429725690535858e-02    -2.263327192649460e-02    -2.284452000641852e-02    -1.396063354669755e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.233431841749202e+06    -3.438198451121240e-02    -2.269210359300835e-02    -2.296495174520425e-02    -1.400683197364937e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.234229211203591e+06    -3.446798194062323e-02    -2.275166527462253e-02    -2.308743766799206e-02    -1.405373985456665e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.235026580657982e+06    -3.455530156084360e-02    -2.281198117138245e-02    -2.321205961453313e-02    -1.410138491068287e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.235823950112373e+06    -3.464399945712374e-02    -2.287307682362751e-02    -2.333890493372011e-02    -1.414979671253249e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.236621319566764e+06    -3.473413581286636e-02    -2.293497921456413e-02    -2.346806701671842e-02    -1.419900685772609e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.237418689021156e+06    -3.482577534087512e-02    -2.299771688087917e-02    -2.359964589921724e-02    -1.424904917116996e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.238216058475547e+06    -3.491898777499462e-02    -2.306132003530713e-02    -2.373374894230778e-02    -1.429995993170665e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.239013427929938e+06    -3.501384843240905e-02    -2.312582070154223e-02    -2.387049160536870e-02    -1.435177812938100e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.239810797384329e+06    -3.511043885875147e-02    -2.319125285701880e-02    -2.400999833017103e-02    -1.440454575803976e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.240608166838720e+06    -3.520884757299277e-02    -2.325765259417215e-02    -2.415240355004936e-02    -1.445830815051251e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.241405536293112e+06    -3.530917093035611e-02    -2.332505829777120e-02    -2.429785284904483e-02    -1.451311436350511e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.242202905747503e+06    -3.541151412655818e-02    -2.339351082834341e-02    -2.444650430724443e-02    -1.456901762087558e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.243000275201894e+06    -3.551599237445739e-02    -2.346305373670022e-02    -2.459853005178694e-02    -1.462607582851530e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.243797644656286e+06    -3.562273228836507e-02    -2.353373348453161e-02    -2.475411807394198e-02    -1.468435217319676e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.244595014110676e+06    -3.573187352414561e-02    -2.360559968692419e-02    -2.491347435690398e-02    -1.474391582439542e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.245392383565068e+06    -3.584357073482843e-02    -2.367870536791811e-02    -2.507682538895670e-02    -1.480484276104807e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.246189753019456e+06    -3.595799591774135e-02    -2.375310723858495e-02    -2.524442113991811e-02    -1.486721675184278e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.246987122473848e+06    -3.607534125531879e-02    -2.382886597206548e-02    -2.541653863051382e-02    -1.493113052513217e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.247784491928239e+06    -3.619582258077240e-02    -2.390604648470939e-02    -2.559348622672805e-02    -1.499668717613670e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.248581861382630e+06    -3.631968364422974e-02    -2.398471820200507e-02    -2.577560885496838e-02    -1.506400187271055e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.249379230837021e+06    -3.644720141607934e-02    -2.406495528479548e-02    -2.596329439137883e-02    -1.513320394114432e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.250176600291412e+06    -3.657869275731331e-02    -2.414683676320504e-02    -2.615698158112981e-02    -1.520443944278843e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.250973969745803e+06    -3.671450735408551e-02    -2.423041440832105e-02    -2.635717335567123e-02    -1.527786664566363e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.251771339200195e+06    -3.685509995921919e-02    -2.431583798551392e-02    -2.656443634375023e-02    -1.535369050048460e-01
