#t                         m_x                       m_y                       m_z                   
+4.894999999999941e-09    +7.915411305747532e-01    +5.863774235435676e-01    +3.257337018440464e-07
+4.899999999999940e-09    +7.915384160975679e-01    +5.863811581342456e-01    -1.670905412696584e-05
+4.904999999999940e-09    +7.915290722222406e-01    +5.863943227131588e-01    -3.281521424464587e-05
+4.909999999999940e-09    +7.915134702745407e-01    +5.864163303823361e-01    -4.720828135426118e-05
+4.914999999999940e-09    +7.914922742687558e-01    +5.864461633935958e-01    -5.915868399490936e-05
+4.919999999999940e-09    +7.914664466964425e-01    +5.864823840009008e-01    -6.801246636395201e-05
+4.924999999999940e-09    +7.914372425729390e-01    +5.865231610166388e-01    -7.321615566337798e-05
+4.929999999999940e-09    +7.914061847888483e-01    +5.865663183246302e-01    -7.434690471218774e-05
+4.934999999999940e-09    +7.913750156841776e-01    +5.866094111636202e-01    -7.114764695982764e-05
+4.939999999999940e-09    +7.913456212832133e-01    +5.866498332139102e-01    -6.356513368538182e-05
+4.944999999999939e-09    +7.913199286405509e-01    +5.866849546924652e-01    -5.178662864091069e-05
+4.949999999999939e-09    +7.912997800439473e-01    +5.867122870969029e-01    -3.626913515961602e-05
+4.954999999999939e-09    +7.912867923990949e-01    +5.867296660255938e-01    -1.775383986529096e-05
+4.959999999999939e-09    +7.912822128940531e-01    +5.867354384094337e-01    +2.741541921847483e-06
+4.964999999999939e-09    +7.912867855604753e-01    +5.867286373133288e-01    +2.395835439934580e-05
+4.969999999999939e-09    +7.913006436838602e-01    +5.867091245540704e-01    +4.446338338379227e-05
+4.974999999999939e-09    +7.913232428895475e-01    +5.866776815351007e-01    +6.274474323184909e-05
+4.979999999999939e-09    +7.913533468373329e-01    +5.866360309173280e-01    +7.733127864302359e-05
+4.984999999999938e-09    +7.913890732928462e-01    +5.865867771266313e-01    +8.692504498363017e-05
+4.989999999999938e-09    +7.914280022168942e-01    +5.865332611814922e-01    +9.053307425000994e-05
+4.994999999999938e-09    +7.914673409784935e-01    +5.864793347484503e-01    +8.758302563625421e-05
+4.999999999999938e-09    +7.915041353231422e-01    +5.864290683377379e-01    +7.800783528554800e-05
+5.004999999999938e-09    +7.915355082969038e-01    +5.863864171936908e-01    +6.228710645495201e-05
+5.009999999999938e-09    +7.915589062217528e-01    +5.863548761155418e-01    +4.143740033191346e-05
+5.014999999999938e-09    +7.915723278716111e-01    +5.863371574017198e-01    +1.694919898061351e-05
+5.019999999999938e-09    +7.915745145655111e-01    +5.863349263941540e-01    -9.325614791256183e-06
+5.024999999999937e-09    +7.915650811878486e-01    +5.863486239086372e-01    -3.532615673456509e-05
+5.029999999999937e-09    +7.915445735831175e-01    +5.863773965354705e-01    -5.896049493053237e-05
+5.034999999999937e-09    +7.915144448362518e-01    +5.864191447483658e-01    -7.829171799471930e-05
+5.039999999999937e-09    +7.914769503087148e-01    +5.864706860035858e-01    -9.171353313311663e-05
+5.044999999999937e-09    +7.914349691267308e-01    +5.865280178596209e-01    -9.809774881479184e-05
+5.049999999999937e-09    +7.913917679723601e-01    +5.865866565379081e-01    -9.689885559578828e-05
+5.054999999999937e-09    +7.913507273529257e-01    +5.866420180749581e-01    -8.820534424319753e-05
+5.059999999999937e-09    +7.913150561257849e-01    +5.866898067877023e-01    -7.273283886641904e-05
+5.064999999999936e-09    +7.912875198336250e-01    +5.867263747294481e-01    -5.175995602480987e-05
+5.069999999999936e-09    +7.912702083329969e-01    +5.867490201181071e-01    -2.701339642723125e-05
+5.074999999999936e-09    +7.912643637769314e-01    +5.867561986809002e-01    -5.135852857697124e-07
+5.079999999999936e-09    +7.912702849601705e-01    +5.867476310367891e-01    +2.560422242084160e-05
+5.084999999999936e-09    +7.912873155227131e-01    +5.867242983769633e-01    +4.927634101794822e-05
+5.089999999999936e-09    +7.913139166550099e-01    +5.866883299030010e-01    +6.868705219751788e-05
+5.094999999999936e-09    +7.913478156961530e-01    +5.866427944445626e-01    +8.241868729565445e-05
+5.099999999999936e-09    +7.913862155262010e-01    +5.865914176133123e-01    +8.956184731560843e-05
+5.104999999999936e-09    +7.914260442191374e-01    +5.865382523270560e-01    +8.977632610676578e-05
+5.109999999999935e-09    +7.914642204459187e-01    +5.864873338876385e-01    +8.329837006124413e-05
+5.114999999999935e-09    +7.914979102748535e-01    +5.864423521963404e-01    +7.089540674063036e-05
+5.119999999999935e-09    +7.915247514693079e-01    +5.864063702421568e-01    +5.377467987633456e-05
+5.124999999999935e-09    +7.915430263228481e-01    +5.863816128939536e-01    +3.345673875776403e-05
+5.129999999999935e-09    +7.915517687697240e-01    +5.863693409300708e-01    +1.162792893502122e-05
+5.134999999999935e-09    +7.915507998534482e-01    +5.863698163843719e-01    -1.001243799083015e-05
+5.139999999999935e-09    +7.915406916485480e-01    +5.863823544356610e-01    -2.989484409232016e-05
+5.144999999999935e-09    +7.915226685267580e-01    +5.864054496538643e-01    -4.669890265995874e-05
+5.149999999999934e-09    +7.914984590882236e-01    +5.864369570616788e-01    -5.943940565251475e-05
+5.154999999999934e-09    +7.914701173973908e-01    +5.864743058535744e-01    -6.751365509710482e-05
+5.159999999999934e-09    +7.914398330610007e-01    +5.865147224998263e-01    -7.070942853855108e-05
+5.164999999999934e-09    +7.914097500514156e-01    +5.865554428390231e-01    -6.917740523556412e-05
+5.169999999999934e-09    +7.913818101176653e-01    +5.865938961903351e-01    -6.337548904980430e-05
+5.174999999999934e-09    +7.913576337555925e-01    +5.866278511805267e-01    -5.399477828342340e-05
+5.179999999999934e-09    +7.913384445811490e-01    +5.866555177215437e-01    -4.187773829165634e-05
+5.184999999999934e-09    +7.913250379438177e-01    +5.866756053663941e-01    -2.793844502734282e-05
+5.189999999999933e-09    +7.913177893082843e-01    +5.866873422952620e-01    -1.309281526647081e-05
+5.194999999999933e-09    +7.913166934832079e-01    +5.866904614815978e-01    +1.796042460409099e-06
+5.199999999999933e-09    +7.913214245128081e-01    +5.866851625488155e-01    +1.595532032298791e-05
+5.204999999999933e-09    +7.913314041092655e-01    +5.866720569163656e-01    +2.872365592485067e-05
+5.209999999999933e-09    +7.913458693305060e-01    +5.866521041851102e-01    +3.955891646650401e-05
+5.214999999999933e-09    +7.913639310527825e-01    +5.866265451289034e-01    +4.803684991034317e-05
+5.219999999999933e-09    +7.913846194073343e-01    +5.865968356863208e-01    +5.384512583338529e-05
+5.224999999999933e-09    +7.914069149116658e-01    +5.865645836092225e-01    +5.677677574085866e-05
+5.229999999999933e-09    +7.914297680714529e-01    +5.865314880545586e-01    +5.672599118748975e-05
+5.234999999999932e-09    +7.914521122879898e-01    +5.864992806395692e-01    +5.368790467916764e-05
+5.239999999999932e-09    +7.914728766865039e-01    +5.864696659550657e-01    +4.776260683536988e-05
+5.244999999999932e-09    +7.914910052504297e-01    +5.864442592992151e-01    +3.916239019782646e-05
+5.249999999999932e-09    +7.915054872863007e-01    +5.864245200273688e-01    +2.822014479632353e-05
+5.254999999999932e-09    +7.915154024025864e-01    +5.864116806254276e-01    +1.539602600804060e-05
+5.259999999999932e-09    +7.915199792080125e-01    +5.864066728457694e-01    +1.279023679039600e-06
+5.264999999999932e-09    +7.915186642790479e-01    +5.864100548854680e-01    -1.342004494053757e-05
+5.269999999999932e-09    +7.915111940892771e-01    +5.864219452523157e-01    -2.788724523973263e-05
+5.274999999999931e-09    +7.914976605800611e-01    +5.864419710303556e-01    -4.123819189649840e-05
+5.279999999999931e-09    +7.914785597312376e-01    +5.864692391654370e-01    -5.256549489256779e-05
+5.284999999999931e-09    +7.914548124021987e-01    +5.865023389490119e-01    -6.099985933760703e-05
+5.289999999999931e-09    +7.914277493756390e-01    +5.865393828653470e-01    -6.578139300174271e-05
+5.294999999999931e-09    +7.913990553081878e-01    +5.865780896869179e-01    -6.633527424199282e-05
+5.299999999999931e-09    +7.913706713036498e-01    +5.866159100883573e-01    -6.234385924259587e-05
+5.304999999999931e-09    +7.913446606929591e-01    +5.866501901845337e-01    -5.380601960146728e-05
+5.309999999999931e-09    +7.913230478053447e-01    +5.866783635510826e-01    -4.107441933117357e-05
+5.314999999999930e-09    +7.913076435940904e-01    +5.866981574704001e-01    -2.486280936347822e-05
+5.319999999999930e-09    +7.912998752029377e-01    +5.867077956308284e-01    -6.218220411462486e-06
+5.324999999999930e-09    +7.913006373972714e-01    +5.867061772085936e-01    +1.354312710710367e-05
+5.329999999999930e-09    +7.913101826577312e-01    +5.866930122272686e-01    +3.293284497473276e-05
+5.334999999999930e-09    +7.913280644287730e-01    +5.866688961534464e-01    +5.041252051024625e-05
+5.339999999999930e-09    +7.913531418373796e-01    +5.866353107163124e-01    +6.452947737297782e-05
+5.344999999999930e-09    +7.913836489857942e-01    +5.865945454307340e-01    +7.405229655920338e-05
+5.349999999999930e-09    +7.914173248241201e-01    +5.865495420338670e-01    +7.809161709436239e-05
+5.354999999999929e-09    +7.914515929473215e-01    +5.865036721846478e-01    +7.619292701563513e-05
+5.359999999999929e-09    +7.914837755441990e-01    +5.864604665962135e-01    +6.839087705108361e-05
+5.364999999999929e-09    +7.915113216736481e-01    +5.864233196020275e-01    +5.521868440652437e-05
+5.369999999999929e-09    +7.915320281315015e-01    +5.863951966348129e-01    +3.767089068571156e-05
+5.374999999999929e-09    +7.915442319953819e-01    +5.863783729654458e-01    +1.712252821448398e-05
+5.379999999999929e-09    +7.915469563181239e-01    +5.863742293563832e-01    -4.787872667157354e-06
+5.384999999999929e-09    +7.915399952145932e-01    +5.863831250660357e-01    -2.630044338904322e-05
+5.389999999999929e-09    +7.915239306361750e-01    +5.864043611298084e-01    -4.568786346773466e-05
+5.394999999999929e-09    +7.915000795140779e-01    +5.864362377534525e-01    -6.140639562521011e-05
+5.399999999999928e-09    +7.914703768364331e-01    +5.864762006071687e-01    -7.222977093038916e-05
+5.404999999999928e-09    +7.914372059510854e-01    +5.865210620768162e-01    -7.735330584153985e-05
+5.409999999999928e-09    +7.914031925022733e-01    +5.865672766965481e-01    -7.645856830296811e-05
+5.414999999999928e-09    +7.913709808235782e-01    +5.866112445353869e-01    -6.973282573945067e-05
+5.419999999999928e-09    +7.913430137252061e-01    +5.866496145414970e-01    -5.784201451044645e-05
+5.424999999999928e-09    +7.913213349959070e-01    +5.866795596605863e-01    -4.186061016615514e-05
+5.429999999999928e-09    +7.913074320217659e-01    +5.866989991955905e-01    -2.316606640392263e-05
+5.434999999999928e-09    +7.913021313712162e-01    +5.867067492116779e-01    -3.308951832707800e-06
+5.439999999999927e-09    +7.913055548599586e-01    +5.867025892005449e-01    +1.612783697825361e-05
+5.444999999999927e-09    +7.913171381559141e-01    +5.866872420106174e-01    +3.366664211732958e-05
+5.449999999999927e-09    +7.913357071901219e-01    +5.866622720707794e-01    +4.805605212210259e-05
+5.454999999999927e-09    +7.913596033200592e-01    +5.866299155181489e-01    +5.836429479950833e-05
+5.459999999999927e-09    +7.913868429727977e-01    +5.865928614247936e-01    +6.403742187598320e-05
+5.464999999999927e-09    +7.914152956354324e-01    +5.865540078647606e-01    +6.491889166735267e-05
+5.469999999999927e-09    +7.914428624345491e-01    +5.865162172643421e-01    +6.123153271383767e-05
+5.474999999999927e-09    +7.914676392893527e-01    +5.864820943473058e-01    +5.352688636314751e-05
+5.479999999999926e-09    +7.914880505893909e-01    +5.864538052561462e-01    +4.261007283669027e-05
+5.484999999999926e-09    +7.915029438344721e-01    +5.864329506465477e-01    +2.945026229964026e-05
+5.489999999999926e-09    +7.915116401513946e-01    +5.864204983108050e-01    +1.508737929280009e-05
+5.494999999999926e-09    +7.915139408124734e-01    +5.864167741533318e-01    +5.448632817139398e-07
+5.499999999999926e-09    +7.915100939227281e-01    +5.864215041503240e-01    -1.324364529955626e-05
+5.504999999999926e-09    +7.915007297254182e-01    +5.864338962239355e-01    -2.548854675164567e-05
+5.509999999999926e-09    +7.914867743713778e-01    +5.864527481687295e-01    -3.557735564724945e-05
+5.514999999999926e-09    +7.914693537890745e-01    +5.864765682327034e-01    -4.308741343064679e-05
+5.519999999999926e-09    +7.914496976568126e-01    +5.865036957429753e-01    -4.778140647417298e-05
+5.524999999999925e-09    +7.914290527339882e-01    +5.865324126054455e-01    -4.959039272038958e-05
+5.529999999999925e-09    +7.914086110071545e-01    +5.865610390397249e-01    -4.858964252751467e-05
+5.534999999999925e-09    +7.913894562728384e-01    +5.865880110830084e-01    -4.497230491709072e-05
+5.539999999999925e-09    +7.913725283937896e-01    +5.866119392637349e-01    -3.902488951240995e-05
+5.544999999999925e-09    +7.913586036059618e-01    +5.866316509991159e-01    -3.110705418058465e-05
+5.549999999999925e-09    +7.913482860243575e-01    +5.866462193244877e-01    -2.163651393911563e-05
+5.554999999999925e-09    +7.913420061556879e-01    +5.866549818058673e-01    -1.107833744564124e-05
+5.559999999999925e-09    +7.913400215236289e-01    +5.866575524495053e-01    +6.327020253904497e-08
+5.564999999999924e-09    +7.913424163185268e-01    +5.866538290470198e-01    +1.125322068283447e-05
+5.569999999999924e-09    +7.913490981554702e-01    +5.866439968392245e-01    +2.193637298442174e-05
+5.574999999999924e-09    +7.913597923803767e-01    +5.866285282890920e-01    +3.155296930100522e-05
+5.579999999999924e-09    +7.913740359330063e-01    +5.866081772010788e-01    +3.955979985840383e-05
+5.584999999999924e-09    +7.913911744912587e-01    +5.865839645042843e-01    +4.545710975759895e-05
+5.589999999999924e-09    +7.914103674074311e-01    +5.865571523983444e-01    +4.882011515290642e-05
+5.594999999999924e-09    +7.914306050469297e-01    +5.865292036971073e-01    +4.933295148720286e-05
+5.599999999999924e-09    +7.914507419982186e-01    +5.865017238387250e-01    +4.682203388234830e-05
+5.604999999999923e-09    +7.914695484460589e-01    +5.864763849249310e-01    +4.128523602048905e-05
+5.609999999999923e-09    +7.914857791195985e-01    +5.864548329145820e-01    +3.291305195467571e-05
+5.614999999999923e-09    +7.914982568085421e-01    +5.864385818246584e-01    +2.209803263646762e-05
+5.619999999999923e-09    +7.915059649806530e-01    +5.864289016024543e-01    +9.429344217722823e-06
+5.624999999999923e-09    +7.915081409227862e-01    +5.864267081597164e-01    -4.329707823579366e-06
+5.629999999999923e-09    +7.915043604835228e-01    +5.864324665645375e-01    -1.828189918485283e-05
+5.634999999999923e-09    +7.914946037097232e-01    +5.864461180504331e-01    -3.145294350579991e-05
+5.639999999999923e-09    +7.914792926049271e-01    +5.864670414860038e-01    -4.286183319200699e-05
+5.644999999999923e-09    +7.914592932642475e-01    +5.864940569935575e-01    -5.159948739749784e-05
+5.649999999999922e-09    +7.914358788879682e-01    +5.865254766399810e-01    -5.690883099377075e-05
+5.654999999999922e-09    +7.914106526348539e-01    +5.865592017003153e-01    -5.825837996573943e-05
+5.659999999999922e-09    +7.913854353530710e-01    +5.865928624249691e-01    -5.540125871299413e-05
+5.664999999999922e-09    +7.913621258892134e-01    +5.866239905758777e-01    -4.841246282634735e-05
+5.669999999999922e-09    +7.913425458485287e-01    +5.866502114869785e-01    -3.769906054846536e-05
+5.674999999999922e-09    +7.913282831335099e-01    +5.866694395982847e-01    -2.398068805854802e-05
+5.679999999999922e-09    +7.913205491092764e-01    +5.866800597543816e-01    -8.240787569899481e-06
+5.684999999999922e-09    +7.913200638117269e-01    +5.866810770816292e-01    +8.347832428627598e-06
+5.689999999999921e-09    +7.913269814928061e-01    +5.866722204866310e-01    +2.451677847509341e-05
+5.694999999999921e-09    +7.913408644375463e-01    +5.866539880719919e-01    +3.900678544730789e-05
+5.699999999999921e-09    +7.913607090619847e-01    +5.866276282676548e-01    +5.067378604659262e-05
+5.704999999999921e-09    +7.913850225515344e-01    +5.865950558375295e-01    +5.858658835432447e-05
+5.709999999999921e-09    +7.914119434397363e-01    +5.865587081049676e-01    +6.210720913441761e-05
+5.714999999999921e-09    +7.914393955057121e-01    +5.865213527460873e-01    +6.094655022791986e-05
+5.719999999999921e-09    +7.914652603840330e-01    +5.864858629023297e-01    +5.519037904834801e-05
+5.724999999999921e-09    +7.914875536342366e-01    +5.864549796732182e-01    +4.529326001257589e-05
+5.729999999999920e-09    +7.915045879506137e-01    +5.864310831159708e-01    +3.204091662713343e-05
+5.734999999999920e-09    +7.915151091238787e-01    +5.864159928121013e-01    +1.648427424216827e-05
+5.739999999999920e-09    +7.915183931286929e-01    +5.864108164814742e-01    -1.490784143344605e-07
+5.744999999999920e-09    +7.915142967886157e-01    +5.864158608354639e-01    -1.655823611942437e-05
+5.749999999999920e-09    +7.915032580434079e-01    +5.864306123884767e-01    -3.147797209319974e-05
+5.754999999999920e-09    +7.914862478043554e-01    +5.864537901978596e-01    -4.378361280244862e-05
+5.759999999999920e-09    +7.914646782687258e-01    +5.864834646911649e-01    -5.258232512242520e-05
+5.764999999999920e-09    +7.914402772581232e-01    +5.865172311416300e-01    -5.728257649448295e-05
+5.769999999999919e-09    +7.914149404620106e-01    +5.865524209228592e-01    -5.763562230343043e-05
+5.774999999999919e-09    +7.913905746216462e-01    +5.865863299465029e-01    -5.374565241804081e-05
+5.779999999999919e-09    +7.913689461835115e-01    +5.866164431798293e-01    -4.604840113962715e-05
+5.784999999999919e-09    +7.913515477229992e-01    +5.866406342220730e-01    -3.526124050544531e-05
+5.789999999999919e-09    +7.913394930981354e-01    +5.866573225796304e-01    -2.231064199200457e-05
+5.794999999999919e-09    +7.913334488862204e-01    +5.866655759295071e-01    -8.245038639322261e-06
+5.799999999999919e-09    +7.913336059947412e-01    +5.866651507267431e-01    +5.857730568984540e-06
+5.804999999999919e-09    +7.913396915198625e-01    +5.866564710701165e-01    +1.897918894258717e-05
+5.809999999999919e-09    +7.913510170961461e-01    +5.866405518636344e-01    +3.023706124820608e-05
+5.814999999999918e-09    +7.913665570780470e-01    +5.866188776906442e-01    +3.894397590310203e-05
+5.819999999999918e-09    +7.913850474229085e-01    +5.865932523237624e-01    +4.464430526927657e-05
+5.824999999999918e-09    +7.914050951535163e-01    +5.865656356318185e-01    +4.712806583894996e-05
+5.829999999999918e-09    +7.914252882574518e-01    +5.865379842959666e-01    +4.642327447625101e-05
+5.834999999999918e-09    +7.914442968091342e-01    +5.865121104440419e-01    +4.277017003316381e-05
+5.839999999999918e-09    +7.914609578327596e-01    +5.864895685657291e-01    +3.658209105639028e-05
+5.844999999999918e-09    +7.914743389700688e-01    +5.864715767518801e-01    +2.839845835287454e-05
+5.849999999999918e-09    +7.914837786811997e-01    +5.864589738355653e-01    +1.883526698604668e-05
+5.854999999999917e-09    +7.914889027288419e-01    +5.864522097073281e-01    +8.537824166559101e-06
+5.859999999999917e-09    +7.914896194467788e-01    +5.864513634917746e-01    -1.860658127744031e-06
+5.864999999999917e-09    +7.914860972606184e-01    +5.864561820569323e-01    -1.177238830748372e-05
+5.869999999999917e-09    +7.914787296284872e-01    +5.864661313378674e-01    -2.067942912450729e-05
+5.874999999999917e-09    +7.914680920400520e-01    +5.864804530391985e-01    -2.814968051431417e-05
+5.879999999999917e-09    +7.914548959901905e-01    +5.864982212190478e-01    -3.384577027760441e-05
+5.884999999999917e-09    +7.914399435804366e-01    +5.865183949600966e-01    -3.752871164754417e-05
+5.889999999999917e-09    +7.914240853594285e-01    +5.865398654865793e-01    -3.905825534538637e-05
+5.894999999999916e-09    +7.914081827178081e-01    +5.865614978588809e-01    -3.839156500747856e-05
+5.899999999999916e-09    +7.913930749740462e-01    +5.865821686506515e-01    -3.558127723423754e-05
+5.904999999999916e-09    +7.913795503726075e-01    +5.866008016734952e-01    -3.077331781479848e-05
+5.909999999999916e-09    +7.913683197040320e-01    +5.866164038729410e-01    -2.420416572817421e-05
+5.914999999999916e-09    +7.913599913549019e-01    +5.866281031325625e-01    -1.619670543458041e-05
+5.919999999999916e-09    +7.913550468985926e-01    +5.866351886805634e-01    -7.153464523329305e-06
+5.924999999999916e-09    +7.913538165013282e-01    +5.866371530192941e-01    +2.454053997669865e-06
+5.929999999999916e-09    +7.913564556152873e-01    +5.866337335550922e-01    +1.210107034331290e-05
+5.934999999999916e-09    +7.913629241637588e-01    +5.866249496617547e-01    +2.123097083023228e-05
+5.939999999999915e-09    +7.913729710621685e-01    +5.866111302233545e-01    +2.928258128442941e-05
+5.944999999999915e-09    +7.913861273676972e-01    +5.865929260619277e-01    +3.572256915255718e-05
+5.949999999999915e-09    +7.914017113505160e-01    +5.865713018943244e-01    +4.008139010249169e-05
+5.954999999999915e-09    +7.914188484919986e-01    +5.865475038410594e-01    +4.199032741704726e-05
+5.959999999999915e-09    +7.914365084206798e-01    +5.865230006808221e-01    +4.121644832777640e-05
+5.964999999999915e-09    +7.914535586850355e-01    +5.864993994800957e-01    +3.769185780347763e-05
+5.969999999999915e-09    +7.914688344146754e-01    +5.864783401418888e-01    +3.153358698179024e-05
+5.974999999999915e-09    +7.914812196476790e-01    +5.864613756983851e-01    +2.305087037076241e-05
+5.979999999999914e-09    +7.914897345345305e-01    +5.864498480234892e-01    +1.273743812054228e-05
+5.984999999999914e-09    +7.914936212240921e-01    +5.864447703733583e-01    +1.247723740665214e-06
+5.989999999999914e-09    +7.914924197256690e-01    +5.864467281109079e-01    -1.064256128466666e-05
+5.994999999999914e-09    +7.914860255531776e-01    +5.864558083662718e-01    -2.208936772050019e-05
+5.999999999999914e-09    +7.914747218513714e-01    +5.864715671288213e-01    -3.224304661558427e-05
+6.004999999999914e-09    +7.914591799315155e-01    +5.864930386104010e-01    -4.031585038640533e-05
+6.009999999999914e-09    +7.914404263859373e-01    +5.865187889672862e-01    -4.564829278058896e-05
+6.014999999999914e-09    +7.914197767667770e-01    +5.865470114327530e-01    -4.776819068907995e-05
+6.019999999999913e-09    +7.913987401953548e-01    +5.865756566528568e-01    -4.643659325654543e-05
+6.024999999999913e-09    +7.913789021826333e-01    +5.866025883587810e-01    -4.167581366319418e-05
+6.029999999999913e-09    +7.913617957671008e-01    +5.866257519965861e-01    -3.377631367563548e-05
+6.034999999999913e-09    +7.913487725183835e-01    +5.866433421615377e-01    -2.328107898734030e-05
+6.039999999999913e-09    +7.913408854382367e-01    +5.866539542878413e-01    -1.094817090500001e-05
+6.044999999999913e-09    +7.913387951119483e-01    +5.866567070188291e-01    +2.305864024410597e-06
+6.049999999999913e-09    +7.913427082255352e-01    +5.866513236660580e-01    +1.547728541571398e-05
+6.054999999999913e-09    +7.913523547620887e-01    +5.866381645580920e-01    +2.755533462568905e-05
+6.059999999999912e-09    +7.913670062915018e-01    +5.866182060523333e-01    +3.760459302106564e-05
+6.064999999999912e-09    +7.913855341752661e-01    +5.865929669210552e-01    +4.484249135383623e-05
+6.069999999999912e-09    +7.914065025243403e-01    +5.865643875348784e-01    +4.870518603162670e-05
+6.074999999999912e-09    +7.914282873604782e-01    +5.865346717183892e-01    +4.889584800786822e-05
+6.079999999999912e-09    +7.914492115745292e-01    +5.865061052517110e-01    +4.541077968216179e-05
+6.084999999999912e-09    +7.914676831165877e-01    +5.864808668961982e-01    +3.854062432519767e-05
+6.089999999999912e-09    +7.914823246681468e-01    +5.864608493891873e-01    +2.884612741220473e-05
+6.094999999999912e-09    +7.914920826399870e-01    +5.864475060648890e-01    +1.711027749412520e-05
+6.099999999999912e-09    +7.914963071326986e-01    +5.864417375027802e-01    +4.270965943215572e-06
+6.104999999999911e-09    +7.914947957590820e-01    +5.864438276366781e-01    -8.659702810584542e-06
+6.109999999999911e-09    +7.914877984936640e-01    +5.864534345015555e-01    -2.068190219356119e-05
+6.114999999999911e-09    +7.914759843400805e-01    +5.864696354580510e-01    -3.089217796812448e-05
+6.119999999999911e-09    +7.914603736184459e-01    +5.864910211551962e-01    -3.855718646537036e-05
+6.124999999999911e-09    +7.914422433692295e-01    +5.865158283446551e-01    -4.317023528048811e-05
+6.129999999999911e-09    +7.914230150677627e-01    +5.865420978137367e-01    -4.448566262383309e-05
+6.134999999999911e-09    +7.914041353587155e-01    +5.865678419085658e-01    -4.252850542275419e-05
+6.139999999999911e-09    +7.913869608992921e-01    +5.865912059866374e-01    -3.757955474107731e-05
+6.144999999999910e-09    +7.913726565719736e-01    +5.866106088919925e-01    -3.013845662763300e-05
+6.149999999999910e-09    +7.913621159503579e-01    +5.866248514033036e-01    -2.086967048969330e-05
+6.154999999999910e-09    +7.913559090503341e-01    +5.866331846297886e-01    -1.053759126033826e-05
+6.159999999999910e-09    +7.913542599140837e-01    +5.866353351626331e-01    +6.216574361277950e-08
+6.164999999999910e-09    +7.913570541269972e-01    +5.866314887514219e-01    +1.016848126151583e-05
+6.169999999999910e-09    +7.913638723852663e-01    +5.866222375142903e-01    +1.911152542457071e-05
+6.174999999999910e-09    +7.913740454577165e-01    +5.866084998322844e-01    +2.635619732650406e-05
+6.179999999999910e-09    +7.913867233188070e-01    +5.865914231979308e-01    +3.152961528785696e-05
+6.184999999999909e-09    +7.914009509070147e-01    +5.865722809609201e-01    +3.443197886588754e-05
+6.189999999999909e-09    +7.914157436670308e-01    +5.865523733718884e-01    +3.503191088208839e-05
+6.194999999999909e-09    +7.914301559830168e-01    +5.865329406631280e-01    +3.344884582278132e-05
+6.199999999999909e-09    +7.914433382616014e-01    +5.865150940238395e-01    +2.992604125166215e-05
+6.204999999999909e-09    +7.914545790891867e-01    +5.864997665924594e-01    +2.479828004792836e-05
+6.209999999999909e-09    +7.914633321867702e-01    +5.864876847744217e-01    +1.845830149446843e-05
+6.214999999999909e-09    +7.914692280234339e-01    +5.864793568213293e-01    +1.132548389194801e-05
+6.219999999999909e-09    +7.914720731166796e-01    +5.864750753121650e-01    +3.819414947268626e-06
+6.224999999999909e-09    +7.914718396294000e-01    +5.864749286083638e-01    -3.660144549168376e-06
+6.229999999999908e-09    +7.914686487481836e-01    +5.864788169047349e-01    -1.074660353738101e-05
+6.234999999999908e-09    +7.914627511625990e-01    +5.864864694174574e-01    -1.711399719199503e-05
+6.239999999999908e-09    +7.914545072373759e-01    +5.864974605852573e-01    -2.248021253987277e-05
+6.244999999999908e-09    +7.914443683938998e-01    +5.865112246837266e-01    -2.660811086755878e-05
+6.249999999999908e-09    +7.914328602261190e-01    +5.865270698546464e-01    -2.930670015499367e-05
+6.254999999999908e-09    +7.914205669219915e-01    +5.865441938189428e-01    -3.043410144925004e-05
+6.259999999999908e-09    +7.914081155515634e-01    +5.865617040820198e-01    -2.990328704440319e-05
+6.264999999999908e-09    +7.913961584684321e-01    +5.865786455547680e-01    -2.769058741820413e-05
+6.269999999999907e-09    +7.913853519865380e-01    +5.865940377652393e-01    -2.384594682172961e-05
+6.274999999999907e-09    +7.913763302662354e-01    +5.866069226950021e-01    -1.850302702557328e-05
+6.279999999999907e-09    +7.913696733877168e-01    +5.866164218330968e-01    -1.188668624048262e-05
+6.284999999999907e-09    +7.913658710216177e-01    +5.866217997918737e-01    -4.315186980084523e-06
+6.289999999999907e-09    +7.913652832986571e-01    +5.866225290402374e-01    +3.805224109902131e-06
+6.294999999999907e-09    +7.913681023958418e-01    +5.866183492258255e-01    +1.199499949103749e-05
+6.299999999999907e-09    +7.913743194675562e-01    +5.866093139118221e-01    +1.972579024371025e-05
+6.304999999999907e-09    +7.913837011490890e-01    +5.865958172009550e-01    +2.645400976077504e-05
+6.309999999999906e-09    +7.913957808969860e-01    +5.865785948561095e-01    +3.166135250748701e-05
+6.314999999999906e-09    +7.914098686419955e-01    +5.865586961400638e-01    +3.489893746152781e-05
+6.319999999999906e-09    +7.914250810692899e-01    +5.865374257997520e-01    +3.583083676742506e-05
+6.324999999999906e-09    +7.914403925595864e-01    +5.865162587509553e-01    +3.427230145109670e-05
+6.329999999999906e-09    +7.914547046322938e-01    +5.864967333502175e-01    +3.021809380265506e-05
+6.334999999999906e-09    +7.914669290652762e-01    +5.864803316710346e-01    +2.385700354380102e-05
+6.339999999999906e-09    +7.914760778431359e-01    +5.864683571385302e-01    +1.556980449896837e-05
+6.344999999999906e-09    +7.914813519160560e-01    +5.864618209176422e-01    +5.909490418944175e-06
