#t                         m_x                       m_y                       m_z                   
+6.349999999999905e-09    +7.914822194380239e-01    +5.864613476429463e-01    -4.435557608818928e-06
+6.354999999999905e-09    +7.914784754253819e-01    +5.864671102512303e-01    -1.469297545273266e-05
+6.359999999999905e-09    +7.914702753232270e-01    +5.864788006986739e-01    -2.406822969385472e-05
+6.364999999999905e-09    +7.914581378691341e-01    +5.864956406501086e-01    -3.181139492367015e-05
+6.369999999999905e-09    +7.914429152878126e-01    +5.865164324768437e-01    -3.728270552511770e-05
+6.374999999999905e-09    +7.914257319429248e-01    +5.865396471000995e-01    -4.001059260637174e-05
+6.379999999999905e-09    +7.914078964214954e-01    +5.865635421648197e-01    -3.973647398612234e-05
+6.384999999999905e-09    +7.913907942128625e-01    +5.865863006306004e-01    -3.644172690868573e-05
+6.389999999999905e-09    +7.913757709105279e-01    +5.866061781805268e-01    -3.035391368875550e-05
+6.394999999999904e-09    +7.913640165164242e-01    +5.866216464278252e-01    -2.193127793721044e-05
+6.399999999999904e-09    +7.913564622096366e-01    +5.866315195149507e-01    -1.182658491103704e-05
+6.404999999999904e-09    +7.913536990375327e-01    +5.866350524404965e-01    -8.333457731703689e-07
+6.409999999999904e-09    +7.913559268771837e-01    +5.866320025441857e-01    +1.018084737717058e-05
+6.414999999999904e-09    +7.913629380326437e-01    +5.866226481393327e-01    +2.034789693974859e-05
+6.419999999999904e-09    +7.913741375233569e-01    +5.866077629356650e-01    +2.887300643543528e-05
+6.424999999999904e-09    +7.913885975757642e-01    +5.865885483260196e-01    +3.510196130984181e-05
+6.429999999999904e-09    +7.914051410642905e-01    +5.865665299177321e-01    +3.857568584862248e-05
+6.434999999999903e-09    +7.914224457193770e-01    +5.865434278858068e-01    +3.906704450412420e-05
+6.439999999999903e-09    +7.914391587188579e-01    +5.865210128700336e-01    +3.659653621248771e-05
+6.444999999999903e-09    +7.914540112190908e-01    +5.865009608318604e-01    +3.142557836044092e-05
+6.449999999999903e-09    +7.914659215949028e-01    +5.864847193908740e-01    +2.402829233428989e-05
+6.454999999999903e-09    +7.914740788536808e-01    +5.864733976644461e-01    +1.504484921578268e-05
+6.459999999999903e-09    +7.914779987426440e-01    +5.864676882895667e-01    +5.221260850193254e-06
+6.464999999999903e-09    +7.914775487417637e-01    +5.864678275292258e-01    -4.658208858587571e-06
+6.469999999999903e-09    +7.914729414145577e-01    +5.864735956447852e-01    -1.383924242632119e-05
+6.474999999999902e-09    +7.914646982365825e-01    +5.864843555309454e-01    -2.165967103533689e-05
+6.479999999999902e-09    +7.914535889885507e-01    +5.864991242403708e-01    -2.759997234185054e-05
+6.484999999999902e-09    +7.914405543127498e-01    +5.865166694808895e-01    -3.131784490559089e-05
+6.489999999999902e-09    +7.914266193064836e-01    +5.865356206364396e-01    -3.266453631422335e-05
+6.494999999999902e-09    +7.914128072720255e-01    +5.865545837705921e-01    -3.168264851780852e-05
+6.499999999999902e-09    +7.914000611763575e-01    +5.865722498351829e-01    -2.858710111655804e-05
+6.504999999999902e-09    +7.913891793823197e-01    +5.865874870664746e-01    -2.373256952220182e-05
+6.509999999999902e-09    +7.913807699141978e-01    +5.865994106625285e-01    -1.757185930394219e-05
+6.514999999999902e-09    +7.913752252661108e-01    +5.866074257363323e-01    -1.061022953092245e-05
+6.519999999999901e-09    +7.913727173456049e-01    +5.866112425455507e-01    -3.360611705419593e-06
+6.524999999999901e-09    +7.913732102644534e-01    +5.866108660243479e-01    +3.695955131066128e-06
+6.529999999999901e-09    +7.913764869760619e-01    +5.866065639416882e-01    +1.014142588408966e-05
+6.534999999999901e-09    +7.913821851738078e-01    +5.865988198689226e-01    +1.564148987940272e-05
+6.539999999999901e-09    +7.913898372794793e-01    +5.865882775990042e-01    +1.995550341325983e-05
+6.544999999999901e-09    +7.913989105724312e-01    +5.865756839829901e-01    +2.293652603785644e-05
+6.549999999999901e-09    +7.914088431921055e-01    +5.865618352426186e-01    +2.452347725554912e-05
+6.554999999999901e-09    +7.914190745966140e-01    +5.865475312884207e-01    +2.472815086694528e-05
+6.559999999999900e-09    +7.914290688101308e-01    +5.865335395351750e-01    +2.362009470492550e-05
+6.564999999999900e-09    +7.914383313028330e-01    +5.865205686636517e-01    +2.131215703907573e-05
+6.569999999999900e-09    +7.914464203640722e-01    +5.865092505064681e-01    +1.794888482989243e-05
+6.574999999999900e-09    +7.914529551998275e-01    +5.865001277007776e-01    +1.369903359045866e-05
+6.579999999999900e-09    +7.914576224379252e-01    +5.864936438657984e-01    +8.752369624919744e-06
+6.584999999999900e-09    +7.914601830682974e-01    +5.864901337920118e-01    +3.319889532553038e-06
+6.589999999999900e-09    +7.914604808172437e-01    +5.864898117716375e-01    -2.364278774358298e-06
+6.594999999999900e-09    +7.914584522365282e-01    +5.864927576552489e-01    -8.041551437336467e-06
+6.599999999999899e-09    +7.914541377339142e-01    +5.864989016809177e-01    -1.343048229232158e-05
+6.604999999999899e-09    +7.914476919620157e-01    +5.865080106007837e-01    -1.823323591385029e-05
+6.609999999999899e-09    +7.914393911033845e-01    +5.865196785377854e-01    -2.214810139146206e-05
+6.614999999999899e-09    +7.914296344930695e-01    +5.865333266270774e-01    -2.488811433252244e-05
+6.619999999999899e-09    +7.914189378426767e-01    +5.865482150503245e-01    -2.620463553794465e-05
+6.624999999999899e-09    +7.914079160202495e-01    +5.865634701592704e-01    -2.591360222238978e-05
+6.629999999999899e-09    +7.913972545997439e-01    +5.865781279134500e-01    -2.392130045757069e-05
+6.634999999999899e-09    +7.913876700931773e-01    +5.865911923080941e-01    -2.024606696741998e-05
+6.639999999999898e-09    +7.913798611624301e-01    +5.866017057852123e-01    -1.503239261757873e-05
+6.644999999999898e-09    +7.913744539122120e-01    +5.866088260187823e-01    -8.554480278287223e-06
+6.649999999999898e-09    +7.913719460444563e-01    +5.866119021094460e-01    -1.207344638324595e-06
+6.654999999999898e-09    +7.913726554126352e-01    +5.866105422962345e-01    +6.515093407552829e-06
+6.659999999999898e-09    +7.913766788164283e-01    +5.866046653886458e-01    +1.405393911674413e-05
+6.664999999999898e-09    +7.913838662344354e-01    +5.865945290248148e-01    +2.082879887985954e-05
+6.669999999999898e-09    +7.913938148926122e-01    +5.865807300348448e-01    +2.628701967834892e-05
+6.674999999999898e-09    +7.914058856619376e-01    +5.865641747223426e-01    +2.995399360339074e-05
+6.679999999999898e-09    +7.914192419112465e-01    +5.865460197997645e-01    +3.147940190437714e-05
+6.684999999999897e-09    +7.914329090521135e-01    +5.865275881571724e-01    +3.067441761134633e-05
+6.689999999999897e-09    +7.914458498664579e-01    +5.865102658565274e-01    +2.753560222205963e-05
+6.694999999999897e-09    +7.914570497156640e-01    +5.864953895590618e-01    +2.225246801575340e-05
+6.699999999999897e-09    +7.914656037220387e-01    +5.864841344038512e-01    +1.519730227185349e-05
+6.704999999999897e-09    +7.914707973952764e-01    +5.864774125577081e-01    +6.897678171564807e-06
+6.709999999999897e-09    +7.914721731476371e-01    +5.864757922999143e-01    -2.006093971185787e-06
+6.714999999999897e-09    +7.914695754106493e-01    +5.864794451041606e-01    -1.081471727628204e-05
+6.719999999999897e-09    +7.914631698552202e-01    +5.864881262243640e-01    -1.882980821729518e-05
+6.724999999999896e-09    +7.914534340739702e-01    +5.865011907860238e-01    -2.541424266772296e-05
+6.729999999999896e-09    +7.914411200660028e-01    +5.865176442360442e-01    -3.004720977049047e-05
+6.734999999999896e-09    +7.914271919541765e-01    +5.865362230261904e-01    -3.236879386149244e-05
+6.739999999999896e-09    +7.914127444817378e-01    +5.865554983640401e-01    -3.220998537680838e-05
+6.744999999999896e-09    +7.913989095708921e-01    +5.865739936227571e-01    -2.960549353354338e-05
+6.749999999999896e-09    +7.913867601551354e-01    +5.865903052963043e-01    -2.478842144727399e-05
+6.754999999999896e-09    +7.913772200701817e-01    +5.866032166677523e-01    -1.816759760096484e-05
+6.759999999999896e-09    +7.913709881555705e-01    +5.866117941488166e-01    -1.028997093887511e-05
+6.764999999999895e-09    +7.913684837052524e-01    +5.866154582968769e-01    -1.791810524372610e-06
+6.769999999999895e-09    +7.913698177598419e-01    +5.866140236623859e-01    +6.656604356767483e-06
+6.774999999999895e-09    +7.913747922188838e-01    +5.866077046603348e-01    +1.440764223092171e-05
+6.779999999999895e-09    +7.913829261189197e-01    +5.865970879159432e-01    +2.088918963538990e-05
+6.784999999999895e-09    +7.913935056222176e-01    +5.865830744467112e-01    +2.564911462298201e-05
+6.789999999999895e-09    +7.914056522383213e-01    +5.865667977686396e-01    +2.838764360148317e-05
+6.794999999999895e-09    +7.914184020843834e-01    +5.865495258346386e-01    +2.897523979516191e-05
+6.799999999999895e-09    +7.914307884346955e-01    +5.865325559558960e-01    +2.745503208035436e-05
+6.804999999999895e-09    +7.914419198127502e-01    +5.865171120069013e-01    +2.403034539968429e-05
+6.809999999999894e-09    +7.914510467082306e-01    +5.865042525174702e-01    +1.903927715431740e-05
+6.814999999999894e-09    +7.914576117579204e-01    +5.864947969872821e-01    +1.291940300746337e-05
+6.819999999999894e-09    +7.914612800072298e-01    +5.864892756035303e-01    +6.166472075358770e-06
+6.824999999999894e-09    +7.914619481248431e-01    +5.864879052015223e-01    -7.087133150304688e-07
+6.829999999999894e-09    +7.914597339171763e-01    +5.864905920128684e-01    -7.221156214612314e-06
+6.834999999999894e-09    +7.914549486664422e-01    +5.864969588533008e-01    -1.294673030749761e-05
+6.839999999999894e-09    +7.914480569734187e-01    +5.865063928433673e-01    -1.754880505878944e-05
+6.844999999999894e-09    +7.914396289520319e-01    +5.865181077595305e-01    -2.079488611553304e-05
+6.849999999999893e-09    +7.914302900723719e-01    +5.865312144188337e-01    -2.256290237116484e-05
+6.854999999999893e-09    +7.914206733202686e-01    +5.865447922151904e-01    -2.283787404216658e-05
+6.859999999999893e-09    +7.914113774496285e-01    +5.865579555162500e-01    -2.170060154983107e-05
+6.864999999999893e-09    +7.914029340670242e-01    +5.865699099607489e-01    -1.931062608429962e-05
+6.869999999999893e-09    +7.913957841076745e-01    +5.865799947722230e-01    -1.588599256106284e-05
+6.874999999999893e-09    +7.913902643304733e-01    +5.865877100044790e-01    -1.168228424785105e-05
+6.879999999999893e-09    +7.913866021682778e-01    +5.865927286131793e-01    -6.973046772632984e-06
+6.884999999999893e-09    +7.913849172933355e-01    +5.865948953195633e-01    -2.033150327797812e-06
+6.889999999999892e-09    +7.913852277520961e-01    +5.865942152031293e-01    +2.874053029543902e-06
+6.894999999999892e-09    +7.913874589272505e-01    +5.865908357182329e-01    +7.505636514527604e-06
+6.899999999999892e-09    +7.913914531045653e-01    +5.865850251579815e-01    +1.164456302874838e-05
+6.904999999999892e-09    +7.913969793404737e-01    +5.865771509032910e-01    +1.510267942236496e-05
+6.909999999999892e-09    +7.914037427994877e-01    +5.865676589896786e-01    +1.772246530513804e-05
+6.914999999999892e-09    +7.914113939367133e-01    +5.865570557793348e-01    +1.937876044503713e-05
+6.919999999999892e-09    +7.914195384954693e-01    +5.865458915138130e-01    +1.998144206085428e-05
+6.924999999999892e-09    +7.914277489389557e-01    +5.865347442640118e-01    +1.947956303226964e-05
+6.929999999999891e-09    +7.914355788802589e-01    +5.865242030062807e-01    +1.786687548075343e-05
+6.934999999999891e-09    +7.914425806346963e-01    +5.865148477722619e-01    +1.518805000893209e-05
+6.939999999999891e-09    +7.914483267684735e-01    +5.865072261771038e-01    +1.154437996758855e-05
+6.944999999999891e-09    +7.914524346981185e-01    +5.865018257126957e-01    +7.097426296462134e-06
+6.949999999999891e-09    +7.914545930092723e-01    +5.864990425651633e-01    +2.068984535501377e-06
+6.954999999999891e-09    +7.914545881906815e-01    +5.864991494026678e-01    -3.264022176840006e-06
+6.959999999999891e-09    +7.914523284319668e-01    +5.865022645967283e-01    -8.580623347602542e-06
+6.964999999999891e-09    +7.914478621049116e-01    +5.865083269351158e-01    -1.353304337655638e-05
+6.969999999999891e-09    +7.914413880258021e-01    +5.865170797487762e-01    -1.776944906691718e-05
+6.974999999999890e-09    +7.914332549810290e-01    +5.865280680449209e-01    -2.096069351258814e-05
+6.979999999999890e-09    +7.914239490949843e-01    +5.865406515670751e-01    -2.282879873365763e-05
+6.984999999999890e-09    +7.914140685691109e-01    +5.865540351952132e-01    -2.317438868149191e-05
+6.989999999999890e-09    +7.914042864235667e-01    +5.865673161613388e-01    -2.190005963692562e-05
+6.994999999999890e-09    +7.913953038045202e-01    +5.865795459553387e-01    -1.902680304188194e-05
+6.999999999999890e-09    +7.913877966228807e-01    +5.865898021237065e-01    -1.470109184677943e-05
+7.004999999999890e-09    +7.913823605698025e-01    +5.865972644266804e-01    -9.191060763551059e-06
+7.009999999999890e-09    +7.913794591211267e-01    +5.866012880504314e-01    -2.871274053052277e-06
+7.014999999999889e-09    +7.913793794437685e-01    +5.866014664043133e-01    +3.803224508220168e-06
+7.019999999999889e-09    +7.913822011912324e-01    +5.865976769223615e-01    +1.033169554761007e-05
+7.024999999999889e-09    +7.913877813341612e-01    +5.865901040326172e-01    +1.620839443453207e-05
+7.029999999999889e-09    +7.913957577076730e-01    +5.865792361485920e-01    +2.096547810728912e-05
+7.034999999999889e-09    +7.914055713934991e-01    +5.865658354589056e-01    +2.421405492017048e-05
+7.039999999999889e-09    +7.914165070782281e-01    +5.865508825923527e-01    +2.567935558405714e-05
+7.044999999999889e-09    +7.914277477790748e-01    +5.865355001519247e-01    +2.522649171488768e-05
+7.049999999999889e-09    +7.914384399783226e-01    +5.865208621020416e-01    +2.287414903129629e-05
+7.054999999999888e-09    +7.914477630869249e-01    +5.865080968162487e-01    +1.879473901642947e-05
+7.059999999999888e-09    +7.914549973204938e-01    +5.864981927975040e-01    +1.330087283363021e-05
+7.064999999999888e-09    +7.914595837261874e-01    +5.864919156311820e-01    +6.819380075441218e-06
+7.069999999999888e-09    +7.914611710063454e-01    +5.864897438611586e-01    -1.446807006452129e-07
+7.074999999999888e-09    +7.914596448125505e-01    +5.864918295771112e-01    -7.050621586940295e-06
+7.079999999999888e-09    +7.914551369790448e-01    +5.864979872822677e-01    -1.336735243691725e-05
+7.084999999999888e-09    +7.914480137033270e-01    +5.865077117173950e-01    -1.861709206392352e-05
+7.089999999999888e-09    +7.914388438209610e-01    +5.865202227421015e-01    -2.241368322027477e-05
+7.094999999999888e-09    +7.914283502475622e-01    +5.865345329550549e-01    -2.449225731340282e-05
+7.099999999999887e-09    +7.914173490586270e-01    +5.865495316263923e-01    -2.472791003971527e-05
+7.104999999999887e-09    +7.914066813436155e-01    +5.865640768791848e-01    -2.314213537645207e-05
+7.109999999999887e-09    +7.913971447038144e-01    +5.865770883161308e-01    -1.989690481490659e-05
+7.114999999999887e-09    +7.913894295480782e-01    +5.865876313980042e-01    -1.527736772260433e-05
+7.119999999999887e-09    +7.913840666097762e-01    +5.865949872070446e-01    -9.665092913201919e-06
