# Iteration Hx(2K1/Js) Mx My Mz
33900 1.6321024301380949 -0.0779780740836481 0.7664499985760711 0.09902063376589634
34000 1.6328145151667925 -0.11518352184740091 0.8055647428296856 0.053681231249467276
34100 1.6328145151667925 -0.11518352184719172 0.8055647428296856 0.053681231249258096
34200 1.6328145151667925 -0.11518352184740091 0.805564742862906 0.053681231249258096
34300 1.6333696278266454 -0.12734846274851658 0.8398849363127242 0.006053378117516804
34400 1.6333696278266454 -0.12734846274851658 0.8398849361264598 0.006053378117668444
34500 1.63362223936008 -0.12580939662623386 0.8575854595288123 -0.01818149225461898
34600 1.6338401873342738 -0.11964339927802412 0.8744666758255434 -0.03967979674238614
34700 1.6338401873342738 -0.11964339927802412 0.8744666756392789 -0.03967979674009522
34800 1.6342194518085513 -0.09439869268432874 0.9085776939754184 -0.07467747253166593
34900 1.6342194518085513 -0.09439869268454557 0.9085776941616828 -0.07467747253166593
35000 1.6342194518085513 -0.09439869268454557 0.9085776939754184 -0.07467747242341226
35100 1.6345257980383812 -0.05751060897998567 0.9400127859478287 -0.09153768789439634
35200 1.6345257980383812 -0.0575106089801533 0.9400127861340929 -0.09153768789439634
35300 1.6347817548084265 -0.020233163060845303 0.9646702587675696 -0.08780500719005283
35400 1.6348101944495426 -0.01628798062219617 0.96704933578677 -0.08622243626219801
35500 1.6348101944495426 -0.01628798062219617 0.9670493356005055 -0.08622243625052377
35600 1.6350945908607042 0.014523531607189813 0.9851398689722226 -0.06154236566829622
35700 1.6350945908607042 0.014523531607189813 0.985139868785958 -0.06154236566819234
35800 1.6350945908607042 0.014523531686862021 0.985139868785958 -0.06154236566829622
35900 1.635378987271866 0.026242434308803114 0.9940242296897871 -0.032977047232248674
36000 1.635378987271866 0.02624243430897929 0.9940242296897871 -0.03297704723232105
36100 1.635701411595784 0.023645314758641352 0.9979737489318328 -0.009728250878393664
36200 1.635701411595784 0.02364531475868416 0.9979737489318328 -0.009728250878436474
36300 1.635701411595784 0.023645314758641352 0.9979737491173852 -0.009728250878436474
36400 1.636083131838537 0.01360108731285346 0.9994429158764747 0.002964363801350914
36500 1.636083131838537 0.01360108731285346 0.9994429156902103 0.00296436380138809
36600 1.6361945115138208 0.010766506910693715 0.9996174577309249 0.004441395424143219
36700 1.6365574139317167 0.003697044574660923 0.999887010542083 0.005359435398856102
36800 1.6365574139317167 0.003697044574648002 0.9998870107283429 0.005359435398856102
36900 1.637116503001593 -0.000742965104598229 0.999982439009026 0.0025538831390059056
37000 1.637116503001593 -0.000742965104598229 0.9999824388227614 0.002553883139012619
37100 1.637116503001593 -0.0007429651032792462 0.9999824388227614 0.0025538831390059056
37200 1.6377937845604977 -0.0008803050717575457 0.9999980611473116 0.00019031668247847933
37300 1.6377937845604977 -0.0008803050717547632 0.9999980611473116 0.00019031668247671417
37400 1.6384997076567998 -0.00017938829488349536 0.9999997358943856 -0.00022984647036158306
37500 1.6386421130430766 -9.81729286973281e-05 0.9999998038307739 -0.00021045954090847938
37600 1.6386421130430766 -9.817292869788306e-05 0.9999998040170384 -0.00021045954090847938
37700 1.6397510204454182 3.827225714832218e-05 0.9999999149133345 -9.53164810948913e-06
37800 1.6397510204454182 3.827225714955087e-05 0.9999999149133345 -9.531648109595125e-06
37900 1.6397510204454182 3.827225714832218e-05 0.999999915099599 -9.531648109595125e-06
38000 1.6404392150816085 8.636121946202712e-06 0.9999999176322291 9.85939997880796e-06
38100 1.6404392150816085 8.636121950269332e-06 0.9999999176322291 9.859399978736565e-06
38200 1.6418154036575878 -1.4385513075964469e-06 0.9999999179519902 1.3711414870311387e-07
38300 1.6418154036575878 -1.4385513076034188e-06 0.9999999181382547 1.3711414870311387e-07
38400 1.6418154036575878 -1.4385513076034188e-06 0.9999999179519902 1.3711414878461504e-07
38500 1.6433854439549325 8.802089179355144e-08 0.9999999179556729 -7.774529626731779e-08
38600 1.6433854439549325 8.802089179574605e-08 0.9999999179556729 -7.774529627029528e-08
38700 1.6442413751559966 2.407025478504315e-08 0.9999999179556932 1.8467302364419017e-08
38800 1.6458275961762694 -2.42477218776388e-09 0.9999999181419582 2.3322409985811126e-12
38900 1.6458275961762694 -2.42477218776388e-09 0.9999999179556938 2.3322410388718394e-12
39000 1.6478014597568873 1.3640085679144284e-11 0.9999999179556941 -2.0932820507209272e-11
39100 1.6478014597568873 1.364008569857425e-11 0.9999999179556941 -2.093282052319963e-11
39200 1.6487504178618226 -1.332989318116874e-10 0.9999999179556942 1.4870122877432418e-10
39300 1.650536717268875 -7.546150963803725e-11 0.9999999179556942 -1.2027239377485078e-10
39400 1.650536717268875 -7.546150965957225e-11 0.9999999181419588 -1.2027239377485078e-10
39500 1.6556086014287072 2.954262556787992e-11 0.9999999179556942 1.6965205084263274e-10
39600 1.6556086014287072 2.954262554153251e-11 0.9999999181419588 1.6965205084263274e-10
39700 1.6828432704076737 -1.9948722291781636e-11 0.9999999179556942 -2.526458468249448e-11
39800 1.6828432704076737 -1.9948722263259777e-11 0.9999999179556942 -2.526458471101634e-11
39900 1.6828432704076737 -1.9948722291781636e-11 0.9999999181419588 -2.526458471101634e-11
40000 1.9261077035997223 8.962221223210952e-14 0.9999999179556942 -4.285992376986035e-14
40100 1.9261077035997223 8.962221112229515e-14 0.9999999181419588 -4.285992376986035e-14
40200 4.358752035520204 -2.2790245074326797e-16 0.9999999179556942 1.652678905346498e-15
40300 4.358752035520204 -2.2790259034001433e-16 0.9999999181419585 1.652678905346498e-15
40400 4.358752035520204 -2.2790259034001433e-16 0.9999999179556942 1.6526790449432443e-15
real	1m26,947s
user	5m29,531s
sys	3m3,704s

